passage	node	occurrence	OSMmorph	stemOSM	stemBHS	conjOSM	conjBHS	personOSM	personBHS	genderOSM	genderBHS	numberOSM	numberBHS
1_Samuel 9:24	146112	שִׂים	HVqv2ms	qal	qal	imperative	part pass	2	?	m	m	s	s
1_Samuel 11:9	147055	חם	HNcmsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
1_Samuel 11:11	147112	חֹ֣ם	HNcmsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
1_Samuel 12:10	147438	יאמר	HVqw3ms	qal	qal	wayyiqtol	wayyiqtol	3	3	m	m	s	p
1_Samuel 13:8	147978	ייחל	HVNw3ms	niphal	hiphil	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Samuel 13:19	148221	אמר	HVqp3ms	qal	qal	perfect	perfect	3	3	m	?	s	p
1_Samuel 14:36	149164	אֹ֣ור	HNcbsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
1_Samuel 15:9	149744	נְמִבְזָ֥ה	HNcfsa	tiphil	niphal	?	part act	s	?	a	f	?	s
1_Samuel 15:16	149896	יאמרו	HVqw3mp	qal	qal	wayyiqtol	wayyiqtol	3	3	m	m	p	s
1_Samuel 15:31	150183	יִּשְׁתַּ֥חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Samuel 15:35	150263	נִחָ֔ם	HVNp3ms	niphal	niphal	perfect	part act	3	?	m	m	s	s
1_Samuel 16:16	150635	טֹ֥וב	HVqq3ms	qal	?	weqatal	?	3	_	m	m	s	s
1_Samuel 16:23	150779	טֹ֣וב	HVqp3ms	qal	?	perfect	?	3	_	m	m	s	s
1_Samuel 17:12	151031	זָקֵ֖ן	HVqp3ms	qal	?	perfect	?	3	_	m	m	s	s
1_Samuel 17:39	151660	יֹּ֣אֶל	HVhw3ms	hiphil	qal	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Samuel 18:9	152346	עון	HNcbsa	tiphil	qal	?	part act	s	?	a	m	?	s
1_Samuel 18:21	152595	תִּתְחַתֵּ֥ן	HVtp2ms	hithpael	hithpael	perfect	imperfect	2	2	m	m	s	s
1_Samuel 20:2	153449	עשׂה	HVqp3ms	qal	qal	perfect	imperfect	3	3	m	m	s	s
1_Samuel 20:41	154312	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Samuel 21:3	154423	יֹודַ֔עְתִּי	HVmp1cs	poel	poal	perfect	perfect	1	1	c	?	s	s
1_Samuel 24:5	156063	איביך	HVqrmpc	qal	qal	part act	part act	_	?	m	m	p	s
1_Samuel 24:9	156189	יִּשְׁתָּֽחוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Samuel 25:34	157306	אֹ֥ור	HNcbsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
1_Samuel 25:36	157370	אֹ֥ור	HNcbsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
1_Samuel 27:4	158296	יוסף	HVqrmsa	qal	qal	part act	perfect	_	3	m	m	s	s
1_Samuel 28:14	158837	יִּשְׁתָּֽחוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Samuel 31:3	160241	מֹּורִֽים	HNcmpa	tiphil	hiphil	?	part act	p	?	a	m	?	p
2_Samuel 1:2	160523	יִּשְׁתָּֽחוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 1:8	160637	יאמר	HVqw3ms	qal	qal	wayyiqtol	wayyiqtol	3	1	m	?	s	s
2_Samuel 1:10	160662	אֲמֹ֣תְתֵ֔הוּ	HVow1cs	polel	piel	wayyiqtol	imperfect	1	1	c	?	s	s
2_Samuel 3:2	161713	ילדו	HVqw3mp	qal	niphal	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Samuel 3:36	162531	טֹֽוב	HVqp3ms	qal	?	perfect	?	3	_	m	m	s	s
2_Samuel 4:5	162712	חֹ֣ם	HNcmsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
2_Samuel 5:8	163113	שׂנאו	HVqp3cp	qal	qal	perfect	part pass	3	?	c	m	p	p
2_Samuel 6:1	163428	בָּח֥וּר	HVqsmsa	qal	?	part pass	?	_	_	m	m	s	s
2_Samuel 6:14	163717	מְכַרְכֵּ֥ר	HVlrmsa	pilpel	piel	part act	part act	_	?	m	m	s	s
2_Samuel 6:16	163768	מְכַרְכֵּר֙	HVlrmsa	pilpel	piel	part act	part act	_	?	m	m	s	s
2_Samuel 6:20	163891	נִגְלֹ֖ות	HVNc	niphal	niphal	inf cons	part act	_	?	?	f	?	p
2_Samuel 9:6	165082	יִּשְׁתָּ֑חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 9:8	165122	יִּשְׁתַּ֕חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 10:11	165518	הָיִ֥תָה	HVqq3fs	qal	qal	weqatal	perfect	3	2	f	m	s	s
2_Samuel 12:20	166852	יָּ֗סֶךְ	HVqw3ms	qal	hiphil	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 12:20	166861	יִּשְׁתָּ֑חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 12:24	166960	יקרא	HVqw3ms	qal	qal	wayyiqtol	wayyiqtol	3	3	m	f	s	s
2_Samuel 14:11	168260	הרבית	HVhc	hiphil	?	inf cons	?	_	_	?	f	?	s
2_Samuel 14:15	168368	יֵֽרְאֻ֖נִי	HVpi3mp	piel	piel	imperfect	perfect	3	3	m	?	p	p
2_Samuel 14:22	168581	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 14:30	168767	הוצתיה	HVhq1cs	hiphil	hiphil	weqatal	imperative	1	2	c	m	s	p
2_Samuel 14:33	168865	יִּשְׁתַּ֨חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 15:5	168988	הִשְׁתַּחֲוֹ֖ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
2_Samuel 15:8	169063	ישׁיב	HVhi3ms	hiphil	qal	imperfect	inf abs	3	?	m	?	s	?
2_Samuel 15:20	169328	אנועך	HVqi1cs	qal	hiphil	imperfect	imperfect	1	1	c	?	s	s
2_Samuel 15:27	169520	רֹואֶ֣ה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
2_Samuel 15:28	169539	מִתְמַהְמֵ֔הַּ	HVfrmsa	hithpalpel	hithpael	part act	part act	_	?	m	m	s	s
2_Samuel 17:22	170875	אֹ֣ור	HNcbsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
2_Samuel 18:3	171145	עזיר	HVhc	hiphil	qal	inf cons	inf cons	_	?	?	?	?	?
2_Samuel 18:8	171255	נפצית	HVNsfpa	niphal	niphal	part pass	part act	_	?	f	f	p	s
2_Samuel 18:21	171622	יִּשְׁתַּ֧חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 18:22	171660	מֹצֵֽאת	HVqrfsa	qal	hiphil	part act	part act	_	?	f	f	s	s
2_Samuel 18:28	171799	יִּשְׁתַּ֧חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 19:33	172772	כִלְכַּ֤ל	HVlp3ms	pilpel	piel	perfect	perfect	3	3	m	m	s	s
2_Samuel 19:34	172795	כִלְכַּלְתִּ֥י	HVlq1cs	pilpel	piel	weqatal	perfect	1	1	c	?	s	s
2_Samuel 19:41	172967	ויעברו	HC	?	hiphil	?	perfect	?	3	?	?	?	p
2_Samuel 19:43	173041	נִשֵּׂ֥את	HVNa	niphal	niphal	inf abs	part act	_	?	?	f	?	s
2_Samuel 20:3	173171	יְכַלְכְּלֵ֔ם	HVlw3ms	pilpel	piel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 20:5	173209	ייחר	HVqw3ms	qal	hiphil	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 21:6	173854	ינתן	HVNj3ms	niphal	hophal	jussive	imperfect	3	3	m	m	s	s
2_Samuel 21:19	174221	אֹרְגִ֜ים	HNp	piel	qal	?	part act	?	?	?	m	?	p
2_Samuel 22:8	174382	תגעשׁ	HVqw3fs	qal	hithpael	wayyiqtol	wayyiqtol	3	3	f	m	s	s
2_Samuel 22:15	174458	יהמם	HVhw3ms	hiphil	qal	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Samuel 22:51	174792	מגדיל	HVhrmsc	hiphil	?	part act	?	_	_	m	m	s	s
2_Samuel 23:6	174905	יִקָּֽחוּ	HVNi3mp	niphal	qal	imperfect	imperfect	3	3	m	m	p	p
2_Samuel 23:11	175030	מְלֵאָ֣ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
2_Samuel 23:37	175405	נשׂאי	HVqrmpc	qal	qal	part act	part act	_	?	m	m	p	s
2_Samuel 24:20	175932	יִּשְׁתַּ֧חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Kings 1:23	176556	יִּשְׁתַּ֧חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Kings 1:47	177139	יִּשְׁתַּ֥חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Kings 1:53	177267	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Kings 2:19	177689	יִּשְׁתַּ֣חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Kings 2:21	177733	יֻתַּ֖ן	HVQj3ms	qalpassive	hophal	jussive	imperfect	3	3	m	m	s	s
1_Kings 3:7	178579	בֹֽא	HVqc	qal	qal	inf cons	inf abs	_	?	?	?	?	?
1_Kings 4:7	179160	כִלְכְּל֥וּ	HVlp3cp	pilpel	piel	perfect	perfect	3	3	c	?	p	p
1_Kings 4:7	179176	כַלְכֵּֽל	HVlc	pilpel	piel	inf cons	inf cons	_	?	?	?	?	?
1_Kings 5:7	179474	כִלְכְּלוּ֩	HVlp3cp	pilpel	piel	perfect	perfect	3	3	c	?	p	p
1_Kings 6:19	180469	תִתֵּ֣ן	HVqc	qal	qal	inf cons	imperfect	_	2	?	m	?	s
1_Kings 7:9	181021	מְגֹרָרֹ֥ות	HVMsfpa	poal	pual	part pass	part pass	_	?	f	f	p	p
1_Kings 8:27	182661	יְכַלְכְּל֔וּךָ	HVli3mp	pilpel	piel	imperfect	imperfect	3	3	m	m	p	p
1_Kings 8:48	183229	בנית	HVqp2ms	qal	qal	perfect	perfect	2	1	m	?	s	s
1_Kings 9:9	183907	ישׁתחו	HVvw3ms	hishtaphel	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	p
1_Kings 10:5	184433	משׁרתו	HVprmsc	piel	piel	part act	part act	_	?	m	m	s	p
1_Kings 11:2	185063	אַהֲבָֽה	HVqc	qal	?	inf cons	?	_	_	?	f	?	s
1_Kings 11:22	185450	חָסֵר֙	HAamsa	?	qal	?	part act	s	?	a	m	?	s
1_Kings 11:33	185700	יִּֽשְׁתַּחֲווּ֮	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
1_Kings 12:3	185987	יבאו	HVqw3mp	qal	qal	wayyiqtol	wayyiqtol	3	3	m	m	p	s
1_Kings 12:7	186068	ידבר	HVpw3ms	piel	piel	wayyiqtol	wayyiqtol	3	3	m	m	s	p
1_Kings 12:21	186447	יבאו	HVqw3mp	qal	qal	wayyiqtol	wayyiqtol	3	3	m	m	p	s
1_Kings 13:22	187323	תֵּ֣שְׁתְּ	HVqj3ms	qal	qal	jussive	imperfect	3	2	m	m	s	s
1_Kings 13:31	187546	מֹותִי֙	HVqc	qal	?	inf cons	?	_	_	?	m	?	s
1_Kings 16:31	189749	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Kings 17:4	189886	כַלְכֶּלְךָ֖	HVlc	pilpel	piel	inf cons	inf cons	_	?	?	?	?	?
1_Kings 17:9	189968	כַלְכְּלֶֽךָ	HVlc	pilpel	piel	inf cons	inf cons	_	?	?	?	?	?
1_Kings 17:10	189985	מְקֹשֶׁ֣שֶׁת	HVmrfsc	poel	piel	part act	part act	_	?	f	f	s	s
1_Kings 17:12	190043	מְקֹשֶׁ֜שֶׁת	HVmrfsa	poel	piel	part act	part act	_	?	f	f	s	s
1_Kings 18:3	190377	יָרֵ֛א	HAamsa	?	qal	?	part act	s	?	a	m	?	s
1_Kings 18:12	190578	יָרֵ֥א	HAamsa	?	qal	?	part act	s	?	a	m	?	s
1_Kings 18:13	190611	אֲכַלְכְּלֵ֖ם	HVlw1cs	pilpel	piel	wayyiqtol	wayyiqtol	1	1	c	?	s	s
1_Kings 18:36	191138	עֲלֹ֣ות	HVqc	qal	hiphil	inf cons	inf cons	_	?	?	?	?	?
1_Kings 20:27	192537	כָלְכְּל֔וּ	HVLp3cp	polpal	pual	perfect	perfect	3	3	c	?	p	p
1_Kings 20:33	192731	יַּחְלְט֣וּ	HVhw3mp	hiphil	qal	wayyiqtol	wayyiqtol	3	3	m	m	p	p
1_Kings 20:39	192906	הִפָּקֵד֙	HVNa	niphal	niphal	inf abs	inf cons	_	?	?	?	?	?
1_Kings 21:2	193041	טֹ֣וב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
1_Kings 22:30	194277	הִתְחַפֵּשׂ֙	HVta	hithpael	hithpael	inf abs	imperative	_	2	?	m	?	s
1_Kings 22:30	194279	בֹ֣א	HVqa	qal	qal	inf abs	imperative	_	2	?	m	?	s
1_Kings 22:49	194648	עשׂר	HAcmsa	tiphil	qal	?	perfect	s	3	a	m	?	s
1_Kings 22:49	194661	נשׁברה	HVNp3fs	niphal	niphal	perfect	perfect	3	3	f	?	s	p
2_Kings 2:10	195488	לֻקָּ֤ח	HVQsmsa	qalpassive	qalpassive	part pass	part pass	_	?	m	m	s	s
2_Kings 2:15	195624	יִּשְׁתַּחֲווּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Kings 3:20	196263	עֲלֹ֣ות	HVqc	qal	hiphil	inf cons	inf cons	_	?	?	?	?	?
2_Kings 3:24	196364	יבו	HVqw3mp	qal	hiphil	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Kings 4:35	197223	יְזֹורֵ֤ר	HVmw3ms	poel	piel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Kings 5:18	197911	הִשְׁתַּחֲוֹ֨ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
2_Kings 7:9	199192	אֹ֥ור	HNcbsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
2_Kings 7:15	199369	מְלֵאָ֤ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
2_Kings 9:30	200970	תָּ֨שֶׂם	HVqw3fs	qal	hiphil	wayyiqtol	wayyiqtol	3	3	f	f	s	s
2_Kings 11:1	202008	וראתה	HC	?	qal	?	perfect	?	3	?	f	?	s
2_Kings 12:12	202835	פקדים	HVqsmpa	qal	hophal	part pass	part pass	_	?	m	m	p	p
2_Kings 12:13	202883	חָזְקָֽה	HVqc	qal	?	inf cons	?	_	_	?	f	?	s
2_Kings 14:6	203756	ימות	HVqi3ms	qal	hophal	imperfect	imperfect	3	3	m	m	s	s
2_Kings 14:13	203921	יבאו	HVqw3mp	qal	qal	wayyiqtol	wayyiqtol	3	3	m	m	p	s
2_Kings 17:16	205932	יִּֽשְׁתַּחֲווּ֙	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Kings 17:32	206302	יְרֵאִ֖ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
2_Kings 17:33	206323	יְרֵאִ֑ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
2_Kings 17:34	206351	יְרֵאִים֙	HAampa	?	qal	?	part act	p	?	a	m	?	p
2_Kings 17:41	206501	יְרֵאִים֙	HAampa	?	qal	?	part act	p	?	a	m	?	p
2_Kings 20:18	208604	יקח	HVqi3ms	qal	qal	imperfect	imperfect	3	3	m	m	s	p
2_Kings 21:3	208743	יִּשְׁתַּ֨חוּ֙	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Kings 21:12	208950	שׁמעיו	HVqrmpc	qal	qal	part act	part act	_	?	m	m	p	s
2_Kings 21:21	209152	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Kings 22:5	209324	יתנה	HVqj3ms	qal	qal	jussive	imperfect	3	3	m	m	s	p
2_Kings 22:20	209736	אֹֽסִפְךָ֜	HVqrmsc	qal	qal	part act	imperfect	_	1	m	?	s	s
2_Kings 23:9	210086	יַֽעֲלוּ֙	HVqi3mp	qal	hiphil	imperfect	imperfect	3	3	m	m	p	p
2_Kings 24:10	211080	עלה	HVqp3ms	qal	qal	perfect	perfect	3	3	m	?	s	p
Isaiah 1:6	212169	זֹ֨רוּ֙	HVQp3cp	qalpassive	pual	perfect	perfect	3	3	c	?	p	p
Isaiah 1:20	212372	תְּאֻכְּל֔וּ	HVQi2mp	qalpassive	pual	imperfect	imperfect	2	2	m	m	p	p
Isaiah 2:6	212651	עֹֽנְנִ֖ים	HVmrmpa	poel	piel	part act	part act	_	?	m	m	p	p
Isaiah 2:12	212752	שָׁפֵֽל	HVqq3ms	qal	?	weqatal	?	3	_	m	m	s	s
Isaiah 2:20	212871	הִֽשְׁתַּחֲוֹ֔ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
Isaiah 3:10	213074	טֹ֑וב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Isaiah 3:12	213090	מְעֹולֵ֔ל	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Isaiah 3:26	213278	אָנ֥וּ	HD	?	qal	?	perfect	?	3	?	?	?	p
Isaiah 5:29	213937	ושׁאג	HC	?	qal	?	imperfect	?	3	?	m	?	s
Isaiah 7:2	214295	נֹ֥ועַ	HVqc	qal	qal	inf cons	inf abs	_	?	?	?	?	?
Isaiah 7:11	214443	שְׁאָ֔לָה	HVqc	qal	?	inf cons	?	_	_	?	f	?	s
Isaiah 8:6	214830	מְשֹׂ֥ושׂ	HVqc	qal	?	inf cons	?	_	_	?	m	?	s
Isaiah 8:17	215019	קִוֵּ֖יתִֽי	HVpq1cp	piel	piel	weqatal	perfect	1	1	c	?	p	s
Isaiah 8:19	215059	מְצַפְצְפִ֖ים	HVlrmpa	pilpel	piel	part act	part act	_	?	m	m	p	p
Isaiah 9:4	215222	מְגֹולָלָ֣ה	HVMsfsa	poal	pual	part pass	part pass	_	?	f	f	s	s
Isaiah 9:10	215337	יְסַכְסֵֽךְ	HVli3ms	pilpel	piel	imperfect	imperfect	3	3	m	m	s	s
Isaiah 10:13	215743	שֹׁושֵׂ֔תִי	HVmp1cs	poel	poel	perfect	perfect	1	1	c	?	s	s
Isaiah 10:14	215777	מְצַפְצֵֽף	HVlrmsa	pilpel	piel	part act	part act	_	?	m	m	s	s
Isaiah 10:29	216023	לָ֑נוּ	HR	?	qal	?	perfect	?	3	?	?	?	p
Isaiah 10:30	216030	צַהֲלִ֥י	HVqv2fs	qal	piel	imperative	imperative	2	2	f	f	s	s
Isaiah 11:8	216208	שִֽׁעֲשַׁ֥ע	HVlq3ms	pilpel	piel	weqatal	perfect	3	3	m	m	s	s
Isaiah 12:5	216481	מידעת	HVPsfsa	pual	hophal	part pass	part pass	_	?	f	f	s	s
Isaiah 14:15	217049	תּוּרָ֖ד	HVHi3ms	hophal	hophal	imperfect	imperfect	3	2	m	m	s	s
Isaiah 14:23	217169	טֵֽאטֵאתִ֨יהָ֙	HVlq1cs	pilpel	piel	weqatal	perfect	1	1	c	?	s	s
Isaiah 16:3	217496	הביאו	HVhv2mp	hiphil	hiphil	imperative	imperative	2	2	m	f	p	s
Isaiah 16:8	217584	אֻמְלָ֜ל	HVKp3ms	pulal	pual	perfect	perfect	3	3	m	m	s	s
Isaiah 16:10	217636	יְרֹעָ֑ע	HVOi3ms	polal	pual	imperfect	imperfect	3	3	m	m	s	s
Isaiah 17:11	217894	תְּשַׂגְשֵׂ֔גִי	HVli2fs	pilpel	piel	imperfect	imperfect	2	2	f	f	s	s
Isaiah 18:2	217999	מֹורָ֔ט	HVPsmsa	pual	qalpassive	part pass	part pass	_	?	m	m	s	s
Isaiah 18:4	218043	חֹ֥ם	HNcmsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
Isaiah 18:4	218051	חֹ֥ם	HNcmsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
Isaiah 18:7	218113	מֹורָ֔ט	HVPsmsa	pual	qalpassive	part pass	part pass	_	?	m	m	s	s
Isaiah 19:1	218147	בָ֣א	HVqrmsa	qal	qal	part act	perfect	_	3	m	m	s	s
Isaiah 19:2	218162	סִכְסַכְתִּ֤י	HVlq1cs	pilpel	piel	weqatal	perfect	1	1	c	?	s	s
Isaiah 19:8	218263	אָנוּ֙	HD	?	qal	?	perfect	?	3	?	?	?	p
Isaiah 19:8	218280	אֻמְלָֽלוּ	HVKp3cp	pulal	pual	perfect	perfect	3	3	c	?	p	p
Isaiah 20:4	218687	חֲשׂוּפַ֥י	HVqsmpc	qal	?	part pass	?	_	_	m	?	p	s
Isaiah 22:2	218997	מְלֵאָ֗ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Isaiah 22:5	219055	מְקַרְקַ֥ר	HVlrmsc	pilpel	piel	part act	part act	_	?	m	m	s	s
Isaiah 22:17	219259	מְטַלְטֶלְךָ֔	HVlrmsc	pilpel	piel	part act	part act	_	?	m	m	s	s
Isaiah 23:13	219585	עֹרְרוּ֙	HVmp3cp	poel	piel	perfect	imperative	3	2	c	m	p	p
Isaiah 23:16	219630	נַגֵּן֙	HVpc	piel	piel	inf cons	inf abs	_	?	?	?	?	?
Isaiah 23:16	219632	שִׁ֔יר	HNcbsa	tiphil	qal	?	inf abs	s	?	a	?	?	?
Isaiah 24:4	219760	אֻמְלְלָ֥ה	HVKp3fs	pulal	pual	perfect	perfect	3	3	f	f	s	s
Isaiah 24:4	219763	אֻמְלָ֖לוּ	HVKp3cp	pulal	pual	perfect	perfect	3	3	c	?	p	p
Isaiah 24:7	219802	אֻמְלְלָה	HVKp3fs	pulal	pual	perfect	perfect	3	3	f	f	s	s
Isaiah 24:19	219967	רֹ֥עָה	HVqa	qal	qal	inf abs	part act	_	?	?	f	?	s
Isaiah 24:19	219971	פֹּ֤ור	HVqa	qal	qal	inf abs	inf cons	_	?	?	?	?	?
Isaiah 26:3	220320	בָּטֽוּחַ	HVqsmsa	qal	?	part pass	?	_	_	m	m	s	s
Isaiah 26:20	220533	חֲבִ֥י	HVqv2fs	qal	qal	imperative	imperative	2	2	f	m	s	s
Isaiah 27:8	220670	סַאסְּאָ֖ה	HVlc	pilpel	piel	inf cons	inf cons	_	?	?	?	?	?
Isaiah 28:15	221079	עבר	HVqp3ms	qal	qal	perfect	imperfect	3	3	m	m	s	s
Isaiah 29:4	221391	תְּצַפְצֵֽף	HVli3fs	pilpel	piel	imperfect	imperfect	3	3	f	f	s	s
Isaiah 29:7	221446	צֹבֶ֨יהָ֙	HVqrmpc	qal	?	part act	?	_	_	m	m	p	p
Isaiah 29:8	221484	שֹׁוקֵקָ֑ה	HVqrfsa	qal	?	part act	?	_	_	f	f	s	s
Isaiah 29:9	221496	הִתְמַהְמְה֣וּ	HVfv2mp	hithpalpel	hithpael	imperative	imperative	2	2	m	m	p	p
Isaiah 29:9	221499	הִשְׁתַּֽעַשְׁע֖וּ	HVfv2mp	hithpalpel	hithpael	imperative	imperative	2	2	m	m	p	p
Isaiah 29:13	221600	יִרְאָתָם֙	HVqc	qal	?	inf cons	?	_	_	?	f	?	s
Isaiah 30:2	221829	עֹוז֙	HVqc	qal	qal	inf cons	inf abs	_	?	?	?	?	?
Isaiah 30:10	221962	רֹאִים֙	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
Isaiah 30:10	221968	חֹזִ֔ים	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
Isaiah 30:15	222070	הַשְׁקֵט֙	HVhc	hiphil	hiphil	inf cons	inf abs	_	?	?	?	?	?
Isaiah 30:22	222214	צֵ֖א	HVqv2ms	qal	?	imperative	?	2	_	m	?	s	s
Isaiah 32:4	222713	דָ֑עַת	HVqc	qal	?	inf cons	?	_	_	?	f	?	s
Isaiah 32:11	222807	רְגָ֖זָה	HVqv2fp	qal	qal	imperative	imperative	2	2	f	m	p	s
Isaiah 32:11	222809	פְּשֹׁ֣טָֽה	HVqv2fp	qal	qal	imperative	imperative	2	2	f	m	p	s
Isaiah 32:11	222811	עֹ֔רָה	HVqv2fp	qal	qal	imperative	imperative	2	2	f	m	p	s
Isaiah 32:11	222813	חֲגֹ֖ורָה	HVqv2fp	qal	qal	imperative	imperative	2	2	f	m	p	s
Isaiah 33:1	222956	תּוּשַּׁ֔ד	HVQi2ms	qalpassive	hophal	imperfect	imperfect	2	2	m	m	s	s
Isaiah 33:9	223041	אֻמְלְלָה֙	HVKp3fs	pulal	pual	perfect	perfect	3	3	f	f	s	s
Isaiah 33:22	223227	מְחֹקְקֵ֑נוּ	HVmrmsc	poel	piel	part act	part act	_	?	m	m	s	s
Isaiah 35:2	223587	רַנֵּ֔ן	HVpc	piel	piel	inf cons	inf abs	_	?	?	?	?	?
Isaiah 37:30	224859	אכול	HVqa	qal	qal	inf abs	imperative	_	2	?	m	?	p
Isaiah 38:14	225261	אֲצַפְצֵ֔ף	HVli1cs	pilpel	piel	imperfect	imperfect	1	1	c	?	s	s
Isaiah 38:17	225305	מַר	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Isaiah 38:17	225307	מָ֑ר	HVqp3ms	qal	?	perfect	?	3	_	m	m	s	s
Isaiah 40:14	225787	נֹועָץ֙	HVNp3ms	niphal	niphal	perfect	part act	3	?	m	m	s	s
Isaiah 40:24	225941	שֹׁרֵ֥שׁ	HVmp3ms	poel	poel	perfect	perfect	3	3	m	m	s	s
Isaiah 40:31	226051	קֹויֵ֤	HVqrmpc	qal	?	part act	?	_	_	m	m	p	p
Isaiah 41:10	226209	תִּשְׁתָּ֖ע	HVqj2ms	qal	hithpael	jussive	imperfect	2	2	m	m	s	s
Isaiah 41:23	226437	נִשְׁתָּ֖עָה	HVqh1cp	qal	hithpael	cohortative	imperfect	1	1	c	?	p	p
Isaiah 42:20	226836	ראית	HVqp2ms	qal	qal	perfect	inf abs	2	?	m	?	s	?
Isaiah 43:8	227058	הֹוצִ֥יא	HVhv2ms	hiphil	hiphil	imperative	inf cons	2	?	m	?	s	?
Isaiah 44:15	227628	יִּשְׁתָּ֔חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Isaiah 45:2	227909	אושׁר	HVhi1cs	hiphil	piel	imperfect	imperfect	1	1	c	?	s	s
